,label,tweet_id,tweet_text
16028,other_useful_information,'505059752360288259',The Napa earthquake woke this many Jawbone Up wearers http://t.co/hX2RqVNcGQ
16029,other_useful_information,'503750403242991616',#business  #biz Northern California rocked by magnitude 6.0 earthquake: A magnitude 6.0 earthquake hit Norther... http://t.co/T06kAtCM2S
16034,other_useful_information,'504575268715913217',"RT @WayfarerWine: Our @Pahlmeyer winery team reports no damage in the winery and thankfully aside from ""reorganized"" homes, everyone is safÂ"
16035,other_useful_information,'504375038913413120',Aftershocks jar northern California: Aftershocks from the northern California earthquake rumbled through the Bay... http://t.co/ZbdNLTMqXC
16036,other_useful_information,'503959590934175744',"Quake: M 2.3 - 6km S of Yountville, California"
16039,other_useful_information,'504398225663479808',RT @heyyouapp: ? http://t.co/8Nm42gfKnO 193  #earthquake  ? earthquake  ? Napa earthquake of 2014 http://t.co/i7PB6CKfsM
16042,other_useful_information,'504640074688913408',RT @NBCNews: Data from fitness trackers reveal extent of the disruption from the #Napa earthquake http://t.co/eYip3U9KAN http://t.co/fEx03qÂ
16043,other_useful_information,'504024540956356608',BREAKING NEWS: 7.0 EARTHQUAKE HITS NORTHERN CALIFORNIA - BREAKING NEWS: 7.0 EARTHQUAKE HITS... http://t.co/q9D85NZ7i4
16045,other_useful_information,'503995003325403137',RT @aldotcom: ICYMI: California shock waves felt in North Alabama 6 minutes after earthquake http://t.co/gCDMCIoXbU
16046,other_useful_information,'503698991620435968',Northern California earthquake is the strongest in 25 years - CNN: CNNNorthern California earthquake is the st... http://t.co/g9Qr18V7ZV
16047,other_useful_information,'505125407285190656',Napa earthquake hastens calls for warning system - Businessweek
16048,other_useful_information,'503660973945675776',RT @AdeAdesanya: Northern California earthquake the strongest in 25 years http://t.co/5VXhsAuCLQ
16051,other_useful_information,'503643551813877760',Real time coverage of #Napa California #earthquake at http://napa http://t.co/FOsPz98axE |  @allaboutnapa #napaquake
16052,other_useful_information,'503880795933908994',"""California quake: Was this the one before the 'Big One'?""  - CNN   CNN is a newshole. I just made that word up, but it is appropriate."
16054,other_useful_information,'503726616321617920',RT @ginalimp: Â¤ USA http://t.co/Bp83p76itD 183 Earthquake Strong Earthquake Shakes Bay Area in California ginalimp California USA InglewoodÂ
16055,other_useful_information,'503663086885412864',The aftermath from No California's worst #earthquake in 25 years. I'll report from Napa @WTAE at 6:30
16058,other_useful_information,'505227642950664193',Jawbone reveals how many Up users were woken up by the Napa earthquake http://t.co/1rsezcMrHn
16061,other_useful_information,'503726321307254784',"Top story: Northern California Shaken by 6.0 Magnitude Earthquake - ABC News http://t.co/jUnQOPiprO, see more http://t.co/1LD2HOQxrF"
16064,other_useful_information,'504259701077704704',RT @guardian: Napa earthquake hastens California calls for early warning system http://t.co/dz5qcX6XXq
16065,other_useful_information,'503902717090074624',Forbes China Rich ListerÂs Winery In Napa Valley Avoids EarthquakeÂ Damage http://t.co/7XkOMQSA7D
16066,other_useful_information,'503652908962160640',Haha my aunt who lives in Napa slept right through the earthquake. Her son said he thought the house was going to collapse.
16067,other_useful_information,'504994545462169601',Earthquake rattles Northern California http://t.co/MtILpr9pTS
16068,other_useful_information,'504285971534606336',RT @SocialInLA: Napa earthquake: Drone video offers bird's-eye view of damage: A new video from a privately owned drone shows ... http://t.Â
16071,other_useful_information,'504318036610805760',"RT @SFnewsnow: Napa earthquake: Four aftershocks early Tuesday, strongest at 3.9 http://t.co/Kho3PsTlGA #bayarea"
16073,other_useful_information,'504041749866885120',RT @TheWire: Why don't California homeowners have earthquake insurance? http://t.co/yYQYZcvOuD
16075,other_useful_information,'503888148904939521',A ships maiden voyage had to be christened by a box of Franzia Chardonnay yesterday thanks to the quake in Napa Valley. #whitepeopleproblems
16078,other_useful_information,'505037143480496128',Strong California quake shakes famed wine country - http://t.co/PYf5Ku1G0Y
16079,other_useful_information,'504382755669815296',RT @genetics_blog: How did the Napa earthquake affect sleep? https://t.co/3VazR1mX4l http://t.co/4hTpyQWbDk
16080,other_useful_information,'504257209354579968',"RT @earthquakesLA: A 3.3 magnitude earthquake occurred 5.59mi SSW of San Pedro, California. Details: http://t.co/fZ22rSkub6 Map: http://t.cÂ"
16082,other_useful_information,'505169460152766465',California Quake Means Big Damage For Napa Valley Wineries (http://t.co/ks8o8HDOLa)
16083,other_useful_information,'504257278489280514',State of emergency in #Napa http://t.co/xVBYaFYTc2 #Earthquake #Insurance #ForThePolicyholder #PropertyDamage #LawBlog #California
16085,other_useful_information,'504278302782017536',Jawbone UP Data Shows How Many Woke Up During The Napa Earthquake: The 6.0-magnitude earthquake that struck the... http://t.co/RJsCvejKxv
16086,other_useful_information,'503970076328873984',RT @nicoleewayne: ? http://t.co/FgRan4KMLW 593 ? earthquake ? Northern California braces for aftershocks after magnitude 6.0 earthquake httÂ
16088,other_useful_information,'504320004938928129',"RT @earthquakesSF: A 3.9 magnitude earthquake occurred 1.86mi WNW of American Canyon, California. Details: http://t.co/a6TUd71DX4 Map: httpÂ"
16089,other_useful_information,'503798107998781440',".@abc7newsBayArea is in the midst of a self-aggrandizing piece about their own coverage of the Napa earthquake. Less of this, please."
16093,other_useful_information,'505091413814824961',RT @FrankTheDoorman: Strongest earthquake since 1989 jolts Northern California. Republicans have opened an investigation into Obama's involÂ
16095,other_useful_information,'505135402647568384',California's early warning system beat Napa earthquake by 10 seconds  http://t.co/oQjx6xpka1
16096,other_useful_information,'503986690617122817',"""Magnitude 6.0 earthquake hits northern California centered just nort...""  http://t.co/vuWhW4HUCk"
16097,other_useful_information,'503983294317621248',RT @HenryZeniewicz: Nuke expert wants California plant closed over earthquake worries http://t.co/ixp6Sm6VZO
16098,other_useful_information,'504344856173359104',"Day after Napa earthquake, region takes stock, cleans up - SFGate http://t.co/T1mrZHwpuU via @SFGate"
16099,other_useful_information,'504055060385366016',RT @nicoleewayne: California USA Garden Grove Â» http://t.co/a61eW1jdbX  #earthquake 25 Northern California earthquake is the strongest in 2Â
16101,other_useful_information,'504278805515874305',RT @USATODAY: #BREAKING Aftershock rattles area of California hit by earthquake http://t.co/qI1kCT4XuP
16104,other_useful_information,'503698986654367744',Northern California earthquake is the strongest in 25 years - CNN: CNNNorthern California earthquake is the strongest in 25 yearsCNN(...
16106,other_useful_information,'505162443568713729',California earthquake: California Earthquake:  http://t.co/FPmTU89zZi
16112,other_useful_information,'504233878777647104',"RT @mercenarygeo: Strong #earthquake in the #Napa region. M6.0 - 6km NW of American Canyon, #California http://t.co/TqzZmPp5l0 http://t.co/Â"
16114,other_useful_information,'504265553746223104',RT @abuttars: @MikeNiccoABC7 felt it in San Bruno... the 3.9 woke me up from a dead sleep. #earthquake #napaquake
16115,other_useful_information,'503871522071912448',N. California Earthquake Damage Could Reach $1B http://t.co/H4vrbhxAm7 #newyork
16117,other_useful_information,'503928661934764032',RT @nicoleewayne: Â http://t.co/99NWyxTscW Â earthquake 867  #earthquake Â Northern California rattled by magnitude-6.0 earthquake. DoÂ httÂ
16119,other_useful_information,'504268935701991424',"RT @SFGate: 1) #Napa, Northern California dig out from historic earthquake http://t.co/A81CGAcahj #GateBreakers #napaquake"
16120,other_useful_information,'503753153498869760',RT @CBSNews: Experimental warning system gave 10-second alert before California earthquake http://t.co/vaDRMLuRXo
16125,other_useful_information,'505242433664606210',The Latest on #Damaging #Earthquake in #California http://t.co/fw0r74xNq0
16127,other_useful_information,'503699303387660289',South Napa Quake victims turn to social media to document damage - KGO-TV http://t.co/Di3PGn8Zm0 #socialmedia
16128,other_useful_information,'503901167902941184',[#Olle_Jeffry ] Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake: Jawbone has shown one of ...  @Olle_Jeffry
16129,other_useful_information,'503723592735928320',Â¤ USA 203 Earthquake California Hit With Earthquake Of 6.0 Magnitude news24lhot Michigan USA Livonia Earthquake USA http://t.co/fQbpJGP5By
16130,other_useful_information,'503882887901347840',California quake: Was this the one before the 'Big One'? - CNN: CNNCalifornia quake: Was this the one before the 'Big One'?CNN(CNN) -...
16131,other_useful_information,'503705510646800384',California earthquake: 'It was total mayhem' Â The Globe andÂ Mail http://t.co/WcFHE7a2XK
16133,other_useful_information,'504340725753184256',Earthquake rocks northern California http://t.co/41M9FQkUe5
16134,other_useful_information,'505134958001000448',"RT @earthquakesSF: A 1.5 magnitude earthquake occurred 3.73mi SW of Napa, California. Details: http://t.co/TOHB0G4uET Map: http://t.co/081qÂ"
16135,other_useful_information,'504746960541478914',RT @CityofNapa: The 10am City of Napa earthquake recovery status report is now posted at http://t.co/aMRmWlHe1l #napaquake
16137,other_useful_information,'504653830509064192',RT @debkhk: Why California doesn't have an early earthquake warning system and Japan and Chile do. http://t.co/hXyEURWfXY #SFearthquake
16139,other_useful_information,'504071739434086400',http://t.co/5SXGn2WgVE California earthquake: Kids skateboard o @INSubcontinent #INSubcontinent #World http://t.co/QoWc99z5wm
16143,other_useful_information,'504604278552788992',RT @WSJ: Images from Northern California where a powerful earthquake struck Sunday morning. http://t.co/udYJBsLYPo (Photo: AP) http://t.co/Â
16146,other_useful_information,'503658706207129601',RT @TheNewDaily_: Get all the details on the strong 6.0-magnitude earthquake that hit California overnight: http://t.co/0QU9exq8H8 http://tÂ
16147,other_useful_information,'505049683652534273',"USGS reports a M0.78 #earthquake 18km ESE of Anza, California on 8/28/14 @ 17:45:20 UTC http://t.co/PykKP9egtR #quake"
16148,other_useful_information,'504308307922657280',Northern California rocked by magnitude 6.0 earthquake | http://t.co/61jJsm2jfh
16150,other_useful_information,'503971991666192385',6.0 earthquake shakes Northern California | Mail ... http://t.co/dTxybX3IDl
16151,other_useful_information,'505125927303409664',Why The Earthquake Near San Francisco Is Just The Start Of The Shaking In California http://t.co/JfoEtYeXLA
16152,other_useful_information,'504095446881419264',RT @Jawbone: Here's how the Napa earthquake affected Bay Area sleepers. https://t.co/VHPepUVkXY http://t.co/hYSMku79MO
16154,other_useful_information,'503650646000943105',6.0-magnitude earthquake hits Northern California via @ABC7 http://t.co/KEciTxU5Bp
16156,other_useful_information,'504143827457044480',"Top story: How did the Napa earthquake affect sleep? https://t.co/NNoDPhP2Ps, see more http://t.co/MbL8LNxzsw"
16157,other_useful_information,'503739322210594817',RT @ShannonBrinias: Crazy busy day/night at #CBS13 &amp; our crews out in the field. Thoughts r w #NapaQuake victims-this is a serious blow to Â
16159,other_useful_information,'503677946432081922',RT @LiveScience: Strongest Earthquake in 25 Years Hits Northern California http://t.co/VIz2eTatqc
16161,other_useful_information,'503813322634838016',"Okay, so the earthquake in california that i was in is waaaay less scary than the fucking #Ferguson pigs. Nobody died."
16163,other_useful_information,'505153694728736768',RT @washingtonpost: Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA
16165,other_useful_information,'503726014426394624',Surveillance Video Shows Dog Bolting From South Napa Quake: http://t.co/Zi6vxwusZS via @YouTube #NLN #California
16167,other_useful_information,'503720451290697728',RT @globalnews: California winemakers cleaning up after quake http://t.co/CKtmNu9mPb http://t.co/HVM0LjZwHi
16168,other_useful_information,'504616017331781632',Check this out! California Earthquake: Is the Big One Close? http://t.co/Mc8ces1W4c
16170,other_useful_information,'504084267790770176',#lmswageer Renewed Calls for Early-Warning System After Quake: California quake leads to renewed call... http://t.co/Q32wUr9Y2i #SIGUEME
16171,other_useful_information,'503681415595454465',California hit by biggest earthquake in 25 years http://t.co/0WP2p9N70j
16172,other_useful_information,'504046840971800576',#WAPen Skaters Make Best of Napa Earthquake by Shredding Buckled Streets http://t.co/GUJktxHBQL
16173,other_useful_information,'503713607129911296',RT @politico: Strong earthquake jars Northern California http://t.co/eNKl44ZR5g
16177,other_useful_information,'503665369228533761',RT @jfew: The most California thing imaginable. #skateordie #skateANDdie #earthquake http://t.co/OCSxUaPlZe
16179,other_useful_information,'503945230140592128',#napaquake #Napa any digital marketers/providers affected by the Napa earthquake? #cxm #digitalmarketing
16182,other_useful_information,'504760943876657152',"USGS, Tuesday Midday Update on South Napa Earthquake... http://t.co/phbEr496EH"
16183,other_useful_information,'504096140984610817',RT @nlawhead: Jawbone Up data shows how many people woke up during Sunday's Napa earthquake http://t.co/tW9f0jagMz via @verge #wearables
16184,other_useful_information,'504091752610140160',Residents struggle with quake aftermath CNN's Gary Tuchman reports from a Northern California community that was ... http://t.co/qspbeJ5MYB
16185,other_useful_information,'504259811501170688',California quake warning system not in Washington #Washington http://t.co/tJxS50wah6
16186,other_useful_information,'504003789284999168',"USGS reports a M1.27 #earthquake 21km N of Yucca Valley, California on 8/25/14 @ 20:31:28 UTC http://t.co/IwZ2SBqf4a #quake"
16188,other_useful_information,'504463374688583680',Northern California earthquake is the strongest in 25 years http://t.co/9eI0MbtuEO
16191,other_useful_information,'504386622159613953',Magnitude 6.0 earthquake strikes California's Bay Area http://t.co/qdKVHAYQPh
16195,other_useful_information,'503666303375523842',RT @hamletgarcia17: Average #earthquake insurance cost california $860 a  month via @CNN http://t.co/vVef6k7F2L  @CAgovernment  @LosAngelesÂ
16196,other_useful_information,'504390419145576448',RT @TechCrunch: Jawbone fitness trackers show data about how many people were woken up by the South Napa earthquake http://t.co/R82PALgNW9
16198,other_useful_information,'504054204046901249',"Skaters Make Best of Napa Earthquake by Shredding Buckled Streets: To quote Jurassic Park's esteemed, fictiona... http://t.co/IzKUEOGsEz"
16200,other_useful_information,'504792109476757504',RT @DRUDGE_REPORT: Residents Report Mysterious 'Flashes' In The Sky During Napa Earthquake... http://t.co/o1DlMgLRl7
16203,other_useful_information,'505048675047841792',MUST SEE: Drone Video Offers Aerial View of Napa Quake Damage http://t.co/bG7FjYTQFd
16204,other_useful_information,'504162347837952000',RT @bigmac: Here's a recent example of health &amp; digital at work: How the Napa earthquake affected Bay area sleepers! https://t.co/6aVYSlEGQÂ
16206,other_useful_information,'503755189107822592',News Update: Northern California Experiences Most Powerful Earthquake in 25 Years http://t.co/VI9nmsZTPT
16208,other_useful_information,'504328927146684417',"#USAHeadlines Napa earthquake could cost insurers $2.1B, but cat bonds likely safe http://t.co/zkwzQTDNlW"
16210,other_useful_information,'504324582451343360',"RT @nbcbayarea: ""Only in California."" Skateboarders shred buckled streets in Napa. http://t.co/qojkaVorVf #napaquake http://t.co/oQYcG97C63"
16211,other_useful_information,'503750574009905152',RT @dutchsinse: 8/24/2014 -- Large 7.0M earthquake strikes Peru -- 6.0M hits California: http://t.co/57Nl3QDLif via @YouTube
16212,other_useful_information,'503700918261776384',RT @mg: Significant amounts of drone footage on local TV station about the Napa earthquake aftermath. http://t.co/8aCEzDwD7I
16213,other_useful_information,'503690178590810112',IndyCar community shaken by California earthquake Indianapolis Star PQP q susto o terremotoÂ http://t.co/J1wgB6vArK
16217,other_useful_information,'504509673861828608',RT @ProfPaulKrugman: Here is what a magnitude-6 earthquake does in China and CaliforniaÂ http://t.co/OBvrSoJifb http://t.co/zyDu3Zi9uy via Â
16219,other_useful_information,'503707333055492096',"Top storys: M6.0  - 6km NW of American Canyon, California 2014-08-24 10:20:44 UÂ http://t.co/P65CFnpuCT, see more http://t.co/CMvgILHzHa"
16220,other_useful_information,'504294466044166144',RT @tomsteinfort: A very Californian way of dealing with the 6.0 earthquake in Napa overnight (via @vickydnguyen) http://t.co/TDg8raXG2P
16221,other_useful_information,'504023297852723201',What Caused California's Napa Earthquake? http://t.co/fMQehvkxGK #space
16222,other_useful_information,'503947594943315969',"Scores of aftershocks from Napa earthquake felt, more on the way - Los Angeles Times: NBCNews.comScores of aft... http://t.co/uoaiEwQSnx"
16223,other_useful_information,'503978052452638720',California quake could put a cork in US wine industry #napaquake http://t.co/7cli0EuQlD
16226,other_useful_information,'504640015012360194',RT @nbcbayarea: Napa animal shelter officials have been able to reunite 11 dogs with their owners since Sunday's earthquake http://t.co/c6FÂ
16228,other_useful_information,'504120135704014849',RT @KPCC 20 things to do to prepare before the next earthquake hits Southern California http://t.co/0sLeOqiga3
16232,other_useful_information,'503739950722863104',This Is What Northern California Looks Like After Earthquake - ABC News http://t.co/1xHiww3SbU via @ABC
16234,other_useful_information,'503863354847682560',California starts quake clean-up http://t.co/vBCDgYrFrh #EMM
16235,other_useful_information,'504632905721999360',RT @mattdpearce: Drone footage of the earthquake damage in Napa: http://t.co/yRZzNkHwzX http://t.co/DpOIOwCf4O
16237,other_useful_information,'504601911400886272',#USAHeadlines Northern California Quake: No Way to Know When Next One Will Hit https://t.co/ZIrAJN2DpF http://t.co/nkjZTtmYRp
16238,other_useful_information,'504306085914624000',RT @heyyouapp: Â http://t.co/RE2kP30Ulx Â Earthquake #Earthquake Today Earthquake California Napa earthquake California Earthquake Â http:/Â
16239,other_useful_information,'504036915654692864',"News Update!!: Napa, CA: Clean up continues after the Napa, California Earthquake. #NapaQuake http://t.co/YLJygm9ete"
16240,other_useful_information,'504778214129287169',RT @RT_com: California plans to build $80 million earthquake early-warning system http://t.co/rJ5FtAHJq6 http://t.co/j1DuEV5zCv
16242,other_useful_information,'504337146077913088',"RT @ginalimp: USA Â» NEWS Â» http://t.co/xhtVALI8gO HOT NEWS 958 earthquake Scores of aftershocks from Napa earthquake felt, more on the way Â"
16245,other_useful_information,'505246449450242049',"RT @AboveMilton: California is so chill, we just had a huge earthquake and were like http://t.co/HKxbuHDp6v"
16248,other_useful_information,'503656243550896128',"Earthquake rocks northern California: An earthquake with a magnitude of 6.0 shakes northern California, with a... http://t.co/NYYTnzkFHd"
16249,other_useful_information,'503779146183360513',? #IsraelDice Â°_Â° ? Losses From California Quake Could Top $1 Billion: The magnitude-6.0 earth... http://t.co/g6ZXRgCQAb #IsraelGarciaRD
16250,other_useful_information,'505058009907986432',"RT @licknord: California is so chill, they just has a huge earthquake and they're like http://t.co/RHor0XXj4u"
16252,other_useful_information,'503809602228477953',#RT #ipad #iphone California begins quake clear-up http://t.co/re7wMaKaSw #app http://t.co/jRVYofNltS
16255,other_useful_information,'503877585135099905',RT @mandari6: England GBR Newcastle upon Tyne http://t.co/yTujyhMdjZ BREAKING NEWS 965 California earthquake California earthquake: Most poÂ
16256,other_useful_information,'503751320025972738',"RT @cjwerleman: Somewhere, a Republican strategist is trying to prevent his client from linking California's earthquake to gay sex"
16260,other_useful_information,'504443019592863744',#CpCueroPornoqrafico California earthquake marks first major test of hard-luck city of ... http://t.co/pdagRONnlN [ #LozTeletobiiz ) ?
16261,other_useful_information,'504644102122512384',RT @CNN: This drone captured the aftermath of the 6.0 Napa earthquake. Watch the full video here: http://t.co/pANOvsuDB9 https://t.co/OD7EcÂ
16262,other_useful_information,'504439076133425153',"M6.0  - 6km NW of American Canyon, California 2014-08-24 10:20:44 UTC (via @usgs) http://t.co/Xn8bSmkivn"
16263,other_useful_information,'503873522155139072',RT @EuBetaLab1: Northern California earthquake is the strongest in 25 years - CNN http://t.co/BDsi3ZoRUB
16266,other_useful_information,'503711433079545858',"RT @hwabeng: Â@cnnbrk: A 7.0 magnitude earthquake strikes southern Peru, U.S. Geological Survey says.ÂYesterday North California,the Big OnÂ"
16267,other_useful_information,'504448487095017472',"RT @NBCNightlyNews: At least 65 aftershocks have hit Napa County, California since Sunday's 6.0-magnitude earthquake. @JoeFryer joins us noÂ"
16270,other_useful_information,'504003638943952896',6.0 earthquake strikes California wine country | Stuff ... http://t.co/sgN0xpODJV
16273,other_useful_information,'504707157195886592',"&gt; 2M hours of lost sleep in Bay Area on account of the #napa #earthquake, insightful data visual by @Jawbone http://t.co/6w9tg0407X"
16274,other_useful_information,'504442043691970561',"RT @jbooton: Rest easy oenophiles, Napa Valley quake wonÂt spike price of California #wine: http://t.co/LXMujQVznb"
16277,other_useful_information,'503786587407126529',Losses From California Quake Could Top $1 Billion - New York Times http://t.co/Zffw1zD0Os
16278,other_useful_information,'504009310968766465',RT @Cal_OES: Napa Earthquake Victims Urged to Only Hire Licensed Contractors for Repairs | Cal OES Newsroom. http://t.co/AyqCLY1NBv
16280,other_useful_information,'504720821114241025',Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says lucky to b... http://t.co/h4INH1iuk2
16282,other_useful_information,'505082588722397185',Jawbone knows how many of its users were roused by the Napa earthquake http://t.co/8iBxSYGK6L &lt; mmm data analytics #cool
16283,other_useful_information,'503927226178342913',RT @heyyouapp: USA Â» NEWS Â» http://t.co/TPSViMWZMs HOT NEWS 425 Earthquake Northern California Struck by 6.0 Magnitude Earthquake #EarthquaÂ
16284,other_useful_information,'505252564292485120',RT @dbfish: The single most California photo of all time. #napaquake http://t.co/1KIMJzNprs
16287,other_useful_information,'503723893870592000',RT @SBSNews: State of emergency after 6.0 earthquake hits California wine country http://t.co/NxqywGfnQr http://t.co/tBh3OGFrR6
16289,other_useful_information,'503901336555892736',Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake: Jawbone has shown one of the mo... http://t.co/utfGWmk2if
16290,other_useful_information,'503863336711512064',#USAHeadlines Cleanup Efforts Underway after Major Earthquake in California http://t.co/2HdvYvvnkA
16291,other_useful_information,'503981738755104769',"RT @MarshGlobal: Napa, California #earthquake was region's most severe since 1989. Get tips on how affected should respond http://t.co/X4G6Â"
16292,other_useful_information,'505011845649166336',"RT @scullather: ""@infodude: amazing use of #BigData from @Jawbone - How the Napa Earthquake Affected Bay Area Sleepers https://t.co/SSlD8wQÂ"
16296,other_useful_information,'504309180635676672',RT @nicoleewayne: Tennessee USA Knoxville http://t.co/RdBC6022xO #earthquake BREAKING NEWS 816 earthquake Northern California braces for afÂ
16297,other_useful_information,'383600460340666369',RT @Faiz_Baluch: #BalochistanEarthQuake Pakistan army is terrorizing the people by aerial firing in #Awaran https://t.co/R3R5ph8zSS http://Â
16298,other_useful_information,'383790723222364161',#Earthquake 2013-09-28 02:39:43 (M5.0) EAST OF THE SOUTH SANDWICH ISLANDS -59.5 -19.1 (70fa9) http://t.co/uBN98fFmNj notice
16299,other_useful_information,'384232048124518400',#earthquake M2.2: Puerto Rico region http://t.co/f2OBUZAF7x
16300,other_useful_information,'384860484643475456',#PAKISTAN: #NASA releases images of Pakistan's '#Earthquake #Island'  | http://t.co/wBKdQFT7Fu | c #SCIENCE | RT |``
16301,other_useful_information,'383407962619772928',"?#USGS #alert? M 1.5, Central Alaska: September 27, 2013 01:43:53 GMT http://t.co/Lxne9Dghfx #earthquake #tsunami #prayfromjapan"
16306,other_useful_information,'383904420523544576',RT @Emirates247: Breaking News: Powerful 6.8 #earthquake rocks #Pakistan again; Tremors in UAE? http://t.co/X08hupMdzc
16307,other_useful_information,'383984866217295872',what does attack on #earthquake relief means? terrorist org dnt want to let anyone do good to #Balochistan
16308,other_useful_information,'383877756872032257',"Karachi: Magnitude 7.2 earthquake jolts different parts of Sindh, Balochistan,Awaran #Pakistan"
16310,other_useful_information,'383215415931195392',RT @Baloch_istan: Interior Minister Chaudhry Nisar to visit #earthquake hit areas of #Balochistan tomorrow. (RT @khalidkhan787)
16311,other_useful_information,'384745974133817344',#Earthquake Births New Island off #Pakistan : Natural Hazards http://t.co/80iGIHNXPQ #NASA
16314,other_useful_information,'384064514057986048',"?#USGS #alert? M 1.8, Nevada: September 28, 2013 21:06:29 GMT http://t.co/2ps35c43VX #earthquake #tsunami #prayfromjapan"
16316,other_useful_information,'382851000031121408',"#Earthquake risk model coming for Canada, no #flood model yet http://t.co/7NuQuVLQ60 via @CdnUnderwriter"
16317,other_useful_information,'384515622828118016',"#earthquake: USGS Earthquake Alert: M 2.8 - 55km N of Hatillo, Puerto Rico http://t.co/fCLICp4y4o"
16318,other_useful_information,'384990330962968576',"USGS reports a M2.1 #earthquake 56km SW of Valdez, Alaska on 10/1/13 @ 10:33:11 UTC http://t.co/oOKy9OV6VI #quake"
16321,other_useful_information,'383512595958730752',"USGS reports a M1.9 #earthquake 41km W of Anchorage, Alaska on 9/27/13 @ 8:39:13 UTC http://t.co/quFuoNVNP0 #quake"
16322,other_useful_information,'383725101503356928',"?#USGS #Breaking? M 2.0, 74km SE of Whittier, Alaska http://t.co/oLVB6CkUGc #PastHour #2 #earthquake #tsunami #prayfromjapan"
16323,other_useful_information,'383852368552415232',"1.9 magnitude #earthquake. 84km NNW of Talkeetna, Alaska.http://t.co/Q0lBMrfNOc"
16324,other_useful_information,'383966872909004801',"2.0 magnitude #earthquake. 42 km from Hilo, HI, United States.http://t.co/iVmZohl4EL"
16326,other_useful_information,'383993008724516865',"USGS reports a M0 #earthquake 5km NW of The Geysers, California on 9/28/13 @ 16:32:33 UTC http://t.co/X0ob3jwgWK #quake"
16330,other_useful_information,'384526803739492353',"#earthquake: USGS Earthquake Alert: M 2.9 - 66km N of Hatillo, Puerto Rico http://t.co/pVmvCVRT3L"
16332,other_useful_information,'382928382721531904',RT @EarthquakeAu: New #Earthquake Mw 7.0 NEAR COAST OF SOUTHERN PERU: Magnitude   Mw 7.0 Region   NEAR COAST OF SOUTHERN PERU Date... http:Â
16338,other_useful_information,'384707224112611328',"?#USGS #alert? M 1.2, Southern California: September 30, 2013 15:35:07 GMT http://t.co/KDgJrc1vui #earthquake #tsunami #prayfromjapan"
16339,other_useful_information,'384542387369832448',"RT @seismicupdate: #USGS M 3.7, 30km WNW of Seeley, California http://t.co/i37rMZVjfw #earthquake"
16341,other_useful_information,'384200955094257664',Mb 4.6 - Pakistan (354) 2013-09-28 19:28:02 UTC #earthquake #ubAlert http://t.co/c16JoZrTW5
16343,other_useful_information,'382915724081373184',Just felt my bed shaking #earthquake #wtf
16344,other_useful_information,'383859247668547584',And again I felt it #earthquake
16346,other_useful_information,'383374226150805504',Cal OES &amp; @FEMA Unveil North Coast #Earthquake and Tsunami #ResponsePlan in Cascadia Subduction Â http://t.co/3x6cm0IE0t
16347,other_useful_information,'384529330925101057',"1.7 magnitude #earthquake. 12 km from El Segundo, CA, United States.http://t.co/Q8ylml5cSA"
16352,other_useful_information,'383693114365714433',RT @myrthekf: How the #Media Covered the 1988 #Spitak #Earthquake: #Multimedia Exhibit Launches in #Gyumri http://t.co/G0W03IMgVG via @repoÂ
16354,other_useful_information,'383128847413428224',Ch. Nisar: 1000 Army troops on ground for relief efforts in #Earthquake hit areas
16355,other_useful_information,'383040111459700736',"RT @AlertNet: Magnitude 7 quake strikes off coast of #Peru, no #tsunami alert, some damage to homes reported http://t.co/uKC5OXgq39 #earthqÂ"
16357,other_useful_information,'382914193348755456',#earthquake ML 4.0 SOUTHERN IRAN http://t.co/bfd1hFy3Ek #TomohonKota.Com
16360,other_useful_information,'384054874729897984',"RT @nishantsharma87: This #island is only 4 days old, men have started #littering it already #environment #earthquake #BBC http://t.co/kuHoÂ"
16362,other_useful_information,'383674716277329920',"#Earthquake of M 4.9, 104km NNE of Awaran, Pakistan http://t.co/SGiOwTTwWz"
16366,other_useful_information,'384533519264796673',RT @big_picture: The Big Picture: Earthquake in remote Pakistan -- http://t.co/Kfe1LOPZ7N #earthquake #pakistan #photojournalism
16367,other_useful_information,'384870330960850944',"1.6 magnitude #earthquake. 3 km from Avocado Heights, CA, United States.http://t.co/TgPuS8mHJN"
16371,other_useful_information,'382829594820096000',In pictures: #Pakistan earthquake http://t.co/JtP87HE1gj
16375,other_useful_information,'383732847934062592',"2.0 magnitude #earthquake. 71km S of Tanaga Volcano, Alaska.http://t.co/MTu9lzORQt"
16381,other_useful_information,'382913018046451712',"A significant #earthquake was reported by the USGS: M 6.8 - 80km SSW of Acari, Peru"
16383,other_useful_information,'383872650797670401',"RT @geonews_english: (Breaking News) Tremors felt in #Karachi, #Larkana and #Quetta #earthquake"
16384,other_useful_information,'383453476098818048',MT @info4disasters #Balochistan 7.7 Magnitude #Earthquake http://t.co/Zds5huywbv #Pakistan #awaran
16385,other_useful_information,'383871343579914240',"This is a new #earthquake, magnitude 7.2, aftershocks can be recorded hours later #Pakistan - Chief Meteorologist  Tauseef Alam #Pakistan"
